[06/10/2021 03:11:29 PM][ INFO    ] Loading Graph Engine Extensions.
[06/10/2021 03:11:33 PM][ INFO    ] Scanning for TSL storage extension.
[06/10/2021 03:11:33 PM][ INFO    ] TSL storage extension loaded.
[06/10/2021 03:11:33 PM][ INFO    ] Scanning for MemoryCloud extensions.
[06/10/2021 03:11:33 PM][ INFO    ] No MemoryCloud extension found.
[06/10/2021 03:11:33 PM][ INFO    ] Scanning for startup tasks.
[06/10/2021 03:11:33 PM][ INFO    ] EventLoop: Starting.
[06/10/2021 03:11:33 PM][ INFO    ] Listening endpoint :5304
[06/10/2021 03:11:33 PM][ INFO    ] Waiting for client connection ...
[06/10/2021 03:11:33 PM][ INFO    ] My IPEndPoint: 192.168.1.245:5304
[06/10/2021 03:11:33 PM][ INFO    ] HTTP server listening on port 8081
[06/10/2021 03:11:33 PM][ INFO    ] *****************************************************
[06/10/2021 03:11:33 PM][ INFO    ] ServerCount: 0
[06/10/2021 03:11:33 PM][ INFO    ] ProxyCount: 0
[06/10/2021 03:11:33 PM][ INFO    ] *****************************************************
[06/10/2021 03:11:33 PM][ WARNING ] No distributed instances configured. Turning on local test mode.
[06/10/2021 03:11:34 PM][ INFO    ] LocalMemoryStorage is initialized in read-write mode
[06/10/2021 03:11:34 PM][ INFO    ] Initializing logging facility
[06/10/2021 03:11:34 PM][ INFO    ] Creating write-ahead log file C:\GE\TDW.TCSServer\TDW.KMSServer\bin\Debug\netcoreapp3.1\storage\A\write_ahead_log\primary_storage_log_9.dat
[06/10/2021 03:11:35 PM][ INFO    ] Checking Server-Server protocol signatures...
[06/10/2021 03:11:35 PM][ INFO    ] Scanning for auto-registered communication modules.
[06/10/2021 03:11:36 PM][ INFO    ] Working Directory: C:\GE\TDW.TCSServer\TDW.KMSServer\bin\Debug\netcoreapp3.1\
[06/10/2021 03:11:36 PM][ INFO    ] StorageRoot : C:\GE\TDW.TCSServer\TDW.KMSServer\bin\Debug\netcoreapp3.1\storage\
[06/10/2021 03:11:36 PM][ INFO    ] LogDirectory: C:\GE\TDW.TCSServer\TDW.KMSServer\bin\Debug\netcoreapp3.1\trinity-log
[06/10/2021 03:11:36 PM][ INFO    ] LoggingLevel: Info
[06/10/2021 03:11:36 PM][ INFO    ] HttpPort:     8081
[06/10/2021 03:11:36 PM][ INFO    ] Server 0 is successfully started.
[06/10/2021 03:11:36 PM][ INFO    ] Loading storage from [SLOT A]
[06/10/2021 03:11:40 PM][ INFO    ] Load storage complete, image version = 8
[06/10/2021 03:11:40 PM][ INFO    ] Initializing logging facility
[06/10/2021 03:11:40 PM][ INFO    ] Dropping write-ahead-log file C:\GE\TDW.TCSServer\TDW.KMSServer\bin\Debug\netcoreapp3.1\storage\A\write_ahead_log\primary_storage_log_9.dat
[06/10/2021 03:11:40 PM][ INFO    ] Reading log file.
[06/10/2021 03:11:40 PM][ INFO    ] Write-ahead-log successfully loaded. Recovered 0 records.
[06/10/2021 03:11:41 PM][ INFO    ] Creating write-ahead log file C:\GE\TDW.TCSServer\TDW.KMSServer\bin\Debug\netcoreapp3.1\storage\A\write_ahead_log\primary_storage_log_8.dat
[06/10/2021 03:11:41 PM][ INFO    ] Loading cell type signatures.
[06/10/2021 03:12:05 PM][ INFO    ] Loading storage from [SLOT A]
[06/10/2021 03:12:07 PM][ INFO    ] Load storage complete, image version = 8
[06/10/2021 03:12:07 PM][ INFO    ] Initializing logging facility
[06/10/2021 03:12:07 PM][ INFO    ] Dropping write-ahead-log file C:\GE\TDW.TCSServer\TDW.KMSServer\bin\Debug\netcoreapp3.1\storage\A\write_ahead_log\primary_storage_log_8.dat
[06/10/2021 03:12:07 PM][ INFO    ] Creating write-ahead log file C:\GE\TDW.TCSServer\TDW.KMSServer\bin\Debug\netcoreapp3.1\storage\A\write_ahead_log\primary_storage_log_8.dat
[06/10/2021 03:12:07 PM][ INFO    ] Loading cell type signatures.
