[06/14/2021 10:52:07 PM][ INFO    ] Loading Graph Engine Extensions.
[06/14/2021 10:52:09 PM][ INFO    ] Scanning for TSL storage extension.
[06/14/2021 10:52:09 PM][ INFO    ] TSL storage extension loaded.
[06/14/2021 10:52:09 PM][ INFO    ] Scanning for MemoryCloud extensions.
[06/14/2021 10:52:09 PM][ INFO    ] No MemoryCloud extension found.
[06/14/2021 10:52:09 PM][ INFO    ] Scanning for startup tasks.
[06/14/2021 10:52:09 PM][ INFO    ] EventLoop: Starting.
[06/14/2021 10:52:09 PM][ INFO    ] Listening endpoint :5305
[06/14/2021 10:52:09 PM][ INFO    ] Waiting for client connection ...
[06/14/2021 10:52:09 PM][ INFO    ] My IPEndPoint: 192.168.1.245:5305
[06/14/2021 10:52:09 PM][ INFO    ] HTTP server listening on port 8081
[06/14/2021 10:52:09 PM][ INFO    ] *****************************************************
[06/14/2021 10:52:09 PM][ INFO    ] ServerCount: 0
[06/14/2021 10:52:09 PM][ INFO    ] ProxyCount: 0
[06/14/2021 10:52:09 PM][ INFO    ] *****************************************************
[06/14/2021 10:52:09 PM][ WARNING ] No distributed instances configured. Turning on local test mode.
[06/14/2021 10:52:09 PM][ INFO    ] LocalMemoryStorage is initialized in read-write mode
[06/14/2021 10:52:10 PM][ INFO    ] Initializing logging facility
[06/14/2021 10:52:10 PM][ INFO    ] Creating write-ahead log file C:\GE\TDW.TCSServer\TDW.KMSServer\bin\Debug\netcoreapp3.1\storage\A\write_ahead_log\primary_storage_log_115.dat
[06/14/2021 10:52:10 PM][ INFO    ] Scanning for auto-registered communication modules.
[06/14/2021 10:52:10 PM][ INFO    ] Checking Server-Server protocol signatures...
[06/14/2021 10:52:10 PM][ INFO    ] Working Directory: C:\GE\TDW.TCSServer\TDW.KMSServer\bin\Debug\netcoreapp3.1\
[06/14/2021 10:52:10 PM][ INFO    ] StorageRoot : C:\GE\TDW.TCSServer\TDW.KMSServer\bin\Debug\netcoreapp3.1\storage\
[06/14/2021 10:52:10 PM][ INFO    ] LogDirectory: C:\GE\TDW.TCSServer\TDW.KMSServer\bin\Debug\netcoreapp3.1\trinity-log
[06/14/2021 10:52:10 PM][ INFO    ] LoggingLevel: Info
[06/14/2021 10:52:10 PM][ INFO    ] HttpPort:     8081
[06/14/2021 10:52:10 PM][ INFO    ] Server 0 is successfully started.
[06/14/2021 10:52:10 PM][ INFO    ] Loading storage from [SLOT A]
[06/14/2021 10:52:12 PM][ INFO    ] Load storage complete, image version = 114
[06/14/2021 10:52:12 PM][ INFO    ] Initializing logging facility
[06/14/2021 10:52:12 PM][ INFO    ] Dropping write-ahead-log file C:\GE\TDW.TCSServer\TDW.KMSServer\bin\Debug\netcoreapp3.1\storage\A\write_ahead_log\primary_storage_log_115.dat
[06/14/2021 10:52:12 PM][ INFO    ] Reading log file.
[06/14/2021 10:52:12 PM][ INFO    ] Write-ahead-log successfully loaded. Recovered 0 records.
[06/14/2021 10:52:12 PM][ INFO    ] Creating write-ahead log file C:\GE\TDW.TCSServer\TDW.KMSServer\bin\Debug\netcoreapp3.1\storage\A\write_ahead_log\primary_storage_log_114.dat
[06/14/2021 10:52:12 PM][ INFO    ] Loading cell type signatures.
[06/14/2021 10:53:08 PM][ INFO    ] Saving storage to [SLOT B]
[06/14/2021 10:53:10 PM][ INFO    ] Save storage complete, image version = 115.
[06/14/2021 10:53:10 PM][ INFO    ] Creating write-ahead log file C:\GE\TDW.TCSServer\TDW.KMSServer\bin\Debug\netcoreapp3.1\storage\B\write_ahead_log\primary_storage_log_115.dat
[06/14/2021 10:53:10 PM][ INFO    ] Dropping write-ahead-log file C:\GE\TDW.TCSServer\TDW.KMSServer\bin\Debug\netcoreapp3.1\storage\A\write_ahead_log\primary_storage_log_114.dat
[06/14/2021 10:53:10 PM][ INFO    ] Saving cell type signatures.
[06/14/2021 10:53:23 PM][ INFO    ] Saving storage to [SLOT A]
[06/14/2021 10:53:25 PM][ INFO    ] Save storage complete, image version = 116.
[06/14/2021 10:53:25 PM][ INFO    ] Creating write-ahead log file C:\GE\TDW.TCSServer\TDW.KMSServer\bin\Debug\netcoreapp3.1\storage\A\write_ahead_log\primary_storage_log_116.dat
[06/14/2021 10:53:25 PM][ INFO    ] Dropping write-ahead-log file C:\GE\TDW.TCSServer\TDW.KMSServer\bin\Debug\netcoreapp3.1\storage\B\write_ahead_log\primary_storage_log_115.dat
[06/14/2021 10:53:25 PM][ INFO    ] Saving cell type signatures.
